,0
ATVI,0.021227593988055002
GOOGL,0.19771066090771283
ANSS,0.04389161024478992
ADP,0.025389881816988136
BIIB,0.0009165661553743419
BKNG,0.028295323933830722
CTXS,0.0
CMCSA,0.03957549609197
DLTR,0.013670566684732275
JD,0.03509326195609149
KHC,0.016433088295616335
LBTYK,0.0
MXIM,0.12300747775954529
MSFT,0.2498509406908666
MRNA,0.004167875014526684
MNST,0.004931508562593283
PCAR,0.0390157246059045
PDD,0.009272876346140534
TMUS,0.011847336750947254
TSLA,0.037837357778942725
ULTA,0.010226947466191983
VRTX,0.03648450855474348
XEL,0.051153396394436716
