,0
ATVI,0.017336720762023847
ADBE,0.02618160227712138
ALXN,0.006447312910438093
ALGN,0.007701296178728195
GOOGL,0.1276853907245068
AMGN,0.03461120587272238
AMAT,0.025729860878955468
ADP,0.0
BIIB,0.0
BKNG,0.025242538811645534
CDW,0.02693598662255161
CERN,0.0016402430009146954
CHTR,0.03330649257192138
CHKP,0.017738780411771116
CTXS,0.0
CTSH,0.04873528250530115
CMCSA,0.024658160007784157
CPRT,0.0
COST,0.032983426110229405
DXCM,0.008405102471014813
DOCU,0.0
DLTR,0.005064771783240421
EBAY,0.03750462236329933
EXC,0.0
GILD,0.0
ILMN,0.01562749085041342
JD,0.03673412750980184
KHC,0.015400341923680713
LBTYK,0.0016743536831169451
LULU,0.006805816260230323
MXIM,0.06648170991563179
MELI,0.0054089571858063346
MSFT,0.17089965712673824
MRNA,0.0031390271746427126
MNST,0.0016277073370645715
NFLX,0.0282969460894907
ORLY,0.0
PCAR,0.014152645401337684
PEP,0.0262127695211506
PDD,0.006861867118534118
QCOM,0.01732975656944131
ROST,0.011782581137211198
SGEN,0.010088075765323227
SIRI,0.021861116660759582
SBUX,0.0
TMUS,0.0
TSLA,0.025857053442905224
ULTA,0.005725522618637142
VRTX,0.0001236804439125532
WBA,0.0
