,0
ATVI,0.0070359397523895
AMD,0.00889853399684552
ALXN,0.0
ALGN,0.004962790200827013
GOOGL,0.10834987341275308
AMGN,0.03165452356475278
AMAT,0.0190604394208848
ADP,0.019653357685452028
BIDU,0.012938912891265501
BIIB,0.005372095640099838
BMRN,0.0
BKNG,0.026944970138839286
CDNS,0.01811195467200436
CDW,0.008131612719634482
CERN,0.0
CHTR,0.016095598633899783
CHKP,0.0
CTAS,0.0
CSCO,0.041583573796171405
CTXS,0.0
CTSH,0.005184492657388269
CMCSA,0.0237619634561171
CPRT,0.0
COST,0.010818312194045776
CSX,0.02641356396495008
DXCM,0.0021755421174235747
DOCU,0.002894653025857622
DLTR,0.00496914001129208
EBAY,0.012595158224554861
EA,0.004644716822650873
EXC,0.0
EXPE,0.0012259520714369679
FB,0.0635392526836738
FAST,0.0033739490504959653
GILD,0.0
IDXX,0.0
ILMN,0.0036305381388760326
INCY,0.0
ISRG,0.021172550482356625
JD,0.01569448350223823
KHC,0.011304541266108952
LBTYA,0.0
LULU,0.010446796296772752
MAR,0.014083676765526146
MELI,0.0077194201972074945
MCHP,0.029522331397135268
MU,0.018480046622537938
MSFT,0.18061448067216213
MRNA,0.0
MDLZ,0.0
MNST,0.0
NTES,0.0
NFLX,0.020823330198081313
ORLY,0.008802030411517928
PEP,0.042314270112639676
PDD,0.002827290975809823
QCOM,0.01123544204247955
ROST,0.01925592382765678
SGEN,0.00831294289345108
SIRI,0.016439062153916356
SPLK,0.0
SBUX,0.0
TMUS,0.013256009054930358
TSLA,0.019940054977248503
TCOM,0.007886437413928284
ULTA,0.006409587936787497
VRTX,0.0
WBA,0.0036553839978123006
WDAY,0.010449534134271196
XEL,0.005332961722841534
