,0
ATVI,0.03332469087174059
ADBE,0.038957187242878305
GOOGL,0.14547596531279294
AMGN,0.050198482749252496
AMAT,0.022122474832325194
ADP,0.0
BIIB,0.0
CHTR,0.04941139838640545
CHKP,0.016270923542229122
CTXS,0.0
CTSH,0.05532446286506919
CPRT,0.005688566278467539
DXCM,0.012246204729529371
DOCU,0.0
DLTR,0.014740790022907329
EXPE,0.02006787709004571
ILMN,0.013392263413535216
JD,0.03767139409455289
KHC,0.00608194840598721
LBTYK,0.0
LULU,0.012078989386560955
MXIM,0.06517220763093563
MELI,0.007428350928206345
MSFT,0.19620174303482316
MRNA,0.005115221228039805
MDLZ,0.04458200436666173
MNST,0.014607502745844159
ORLY,0.0
PCAR,0.010260599400258098
PDD,0.0094244766390862
QCOM,0.02017366435075442
SIRI,0.014971204522384074
TMUS,0.022630644025954147
TSLA,0.0264674947456877
ULTA,0.010539173947464791
VRTX,0.0
WBA,0.01640134813185856
XEL,0.002970745077761941
