,0
ATVI,0.008247563507784897
AMD,0.009058968017683914
ALXN,0.0
ALGN,0.009856514664250514
GOOG,0.10992809738320057
AMGN,0.02144135944060488
AMAT,0.020061665174104442
ADP,0.011850114281453512
BIDU,0.010536927273818476
BIIB,0.0038145830676343416
BMRN,0.0
BKNG,0.020700334917021106
CDNS,0.009953609013897082
CDW,0.008612693818197414
CERN,0.0
CHTR,0.0076489087574247655
CHKP,0.0026150061360176702
CTAS,0.0
CSCO,0.03947911583126692
CTXS,0.0
CTSH,0.007912460726234919
CMCSA,0.03169582332763301
CPRT,0.0
COST,0.007848707366572854
CSX,0.01864537122100457
DXCM,0.00714107151836503
DOCU,0.003392014310341143
DLTR,0.0038065021994091426
EBAY,0.021787987390899956
EA,0.0022419647263547914
EXC,0.0
EXPE,0.005882016036767745
FB,0.0674162052852482
GILD,0.0
IDXX,0.004982100773015754
ILMN,0.0029850576235254497
INCY,0.0
INTC,0.027385988323654856
ISRG,0.009434048171315929
JD,0.010626530006798699
KHC,0.011140656961073428
LBTYA,0.0
LULU,0.007146009504523177
MAR,0.019313415316712955
MELI,0.008946675544640757
MCHP,0.027511506205475787
MU,0.019915898580730465
MSFT,0.1643739256299525
MRNA,0.0
MDLZ,0.0
MNST,0.0
NTES,0.00459256177174971
NFLX,0.024973756136242968
ORLY,0.0
PCAR,0.0
PEP,0.0475830379196747
PDD,0.0031244495209579166
QCOM,0.01053719776963514
REGN,0.01019735180465305
ROST,0.014246703190171153
SGEN,0.006142742433422359
SIRI,0.017693863398633786
SPLK,0.0
SBUX,0.0
TMUS,0.006836544356487841
TTWO,0.0017339873183358364
TSLA,0.01260352773294217
TCOM,0.01144570548467759
ULTA,0.006814048440452002
VRTX,0.0
WBA,0.0047260484783980495
WDAY,0.011018383144626876
XEL,0.020392693064327273
