,0
ATVI,0.03436808987268356
ADBE,0.04288669106729554
ALGN,0.011504681259286637
GOOGL,0.13406808465427472
AMGN,0.0431448680401667
AMAT,0.027052148561842185
ADP,0.0
BIIB,0.0
CHTR,0.056524742998204695
CHKP,0.01877826379409619
CTSH,0.05427553279182107
CPRT,0.0
DXCM,0.010311233618498516
DOCU,0.00010630167080575815
DLTR,0.012062320091453414
EBAY,0.03110787415213514
EXPE,0.0162412903859713
ILMN,0.01107605343457166
JD,0.04084863378852941
KHC,0.007111756590717882
LBTYK,0.0
LULU,0.010529705433980697
MXIM,0.05611246614877793
MELI,0.006908927768847039
MSFT,0.18805372392299985
MRNA,0.0044078290045966055
MDLZ,0.03662643352848852
MNST,0.01235317947918529
ORLY,0.0
PCAR,0.0
PDD,0.007739175751982818
QCOM,0.02085463523007464
SIRI,0.03951311320211801
TMUS,0.01401467859151709
TSLA,0.022286741363865464
ULTA,0.010003373224660193
VRTX,0.0
WBA,0.01912745057655169
XEL,0.0
